,BatteryPower,InternalMemory,ClockSpeed,NoOfCores,RAM,TalkTime,DualSim,3G,4G,WiFi,Bluetooth,MobileDepth,MobileWeight,TouchScreen,ScreenHeight,ScreenWidth,FrontCameraPx,RearCameraPX,PriceRange,Total Resolution
1407,1617,63,1.5,2,2754,8,0,1,1,1,0,0.7,111,1,19,10,1,10,2,295646
1408,1791,33,0.5,5,594,16,1,1,1,1,1,0.5,110,0,17,8,1,4,0,253022
1409,851,54,2.3,2,1005,14,1,1,1,1,0,1.0,101,0,12,2,7,9,0,793516
1410,856,14,1.9,1,2439,12,1,1,1,1,0,0.6,115,1,6,3,0,7,1,405665
1411,714,30,0.5,4,2302,10,0,0,0,1,1,0.3,145,1,12,10,1,2,1,981861
1412,951,15,0.5,2,1083,16,0,1,1,0,0,0.6,81,1,16,11,6,17,0,798490
1413,1303,10,2.1,8,2219,15,0,1,1,1,1,0.4,109,1,9,3,6,15,2,2500455
1414,1550,32,2.7,7,1571,14,0,0,0,0,1,0.1,126,0,12,3,2,5,2,2494879
1415,1759,15,1.4,4,2107,16,0,1,1,0,1,0.4,101,1,18,5,10,13,2,444266
1416,1448,2,0.5,5,593,18,1,1,0,1,0,0.2,100,1,9,4,18,19,0,967824
1417,1987,50,1.9,8,857,6,0,1,0,0,1,0.7,119,1,12,4,0,18,1,1848000
1418,908,44,2.1,5,3518,7,0,1,0,1,0,0.6,95,1,16,12,1,2,3,144914
1419,820,58,0.5,4,1284,17,1,0,0,1,0,0.3,160,0,17,7,2,4,0,324792
1420,904,19,2.7,6,545,16,1,0,0,0,0,0.6,147,0,19,18,4,7,0,1636624
1421,667,6,1.3,6,3566,12,1,1,1,1,0,0.1,149,0,9,5,4,10,2,236640
1422,1109,34,2.1,1,2821,17,0,1,0,1,0,0.1,173,0,13,5,1,4,2,181995
1423,1333,59,1.4,7,3442,5,0,1,1,0,0,0.7,183,1,18,16,3,5,3,512594
1424,1352,6,2.4,6,1309,14,0,1,1,0,0,0.9,92,0,12,1,5,9,1,817071
1425,1600,19,2.5,6,1179,18,1,0,0,1,0,0.6,88,0,10,3,1,9,1,1423503
1426,1454,37,1.4,8,1713,19,1,0,0,0,0,0.8,80,0,16,0,8,20,1,821730
1427,1489,9,2.1,3,1663,14,1,1,0,1,0,0.4,169,0,9,3,0,1,1,1623557
1428,1823,10,2.8,8,1812,19,1,1,0,1,0,0.6,81,1,5,0,11,19,2,452500
1429,1581,41,1.0,4,1384,2,0,0,0,1,1,0.4,172,1,19,9,9,19,1,589050
1430,1672,44,1.7,8,1348,7,1,1,1,1,1,0.5,172,1,11,6,1,4,1,1793750
1431,1283,27,0.7,4,3957,6,1,1,1,0,1,0.2,80,0,17,15,0,6,3,2182605
1432,630,14,2.0,8,1212,12,0,1,1,0,0,0.5,180,0,12,8,9,13,0,95568
1433,659,24,2.2,8,3925,10,0,1,1,1,0,0.7,151,1,8,1,0,2,3,1734348
1434,1811,32,0.5,6,348,18,1,1,0,1,1,1.0,115,0,17,11,0,0,0,230928
1435,688,40,2.5,5,1382,8,0,0,0,0,1,0.2,109,1,12,7,9,20,1,735832
1436,514,18,2.9,2,980,16,1,0,0,1,1,0.7,141,0,13,7,5,8,0,1615836
1437,1933,16,2.8,3,838,18,1,0,0,0,0,0.5,154,1,14,2,1,9,0,337317
1438,915,31,2.0,3,378,9,0,1,1,0,0,0.3,91,1,11,6,8,20,0,1151500
1439,1006,22,2.2,4,909,7,1,1,1,1,0,0.8,135,0,18,4,4,8,0,34685
1440,1134,13,0.9,4,3632,19,0,1,1,0,1,0.4,92,1,17,8,2,19,3,16254
1441,599,64,2.9,8,3396,7,0,1,1,0,1,0.3,186,0,5,3,0,1,2,66538
1442,973,53,0.5,5,1861,16,1,0,0,0,0,0.5,196,1,13,10,5,7,1,61740
1443,1180,27,2.5,6,348,19,0,1,1,1,1,0.1,90,1,7,5,0,1,0,90720
1444,1237,13,2.5,4,2528,16,0,0,0,0,1,0.8,98,0,11,8,7,12,2,18072
1445,659,5,0.5,8,2190,16,1,1,1,0,0,0.3,169,1,16,10,7,10,1,481070
1446,1142,6,1.4,8,663,5,1,0,0,1,1,0.7,190,1,12,4,6,8,0,456570
1447,1002,11,2.7,6,961,19,1,1,1,1,0,0.4,185,0,10,7,16,18,0,145920
1448,1392,44,2.5,4,1280,16,0,1,1,1,0,0.7,113,0,8,1,0,2,1,529236
1449,602,50,0.9,8,2189,16,0,0,0,0,0,0.9,141,1,7,5,9,18,2,2697407
1450,1249,55,0.5,3,531,13,0,1,1,1,1,0.8,140,1,18,10,3,8,0,721765
1451,531,12,0.5,4,2331,20,1,1,1,1,1,0.5,121,0,18,12,0,3,1,261806
1452,1450,31,2.1,5,794,9,0,0,0,1,0,0.6,114,1,11,5,1,4,1,2578147
1453,1342,50,2.8,1,2644,11,0,0,0,1,0,0.1,173,1,7,2,1,8,2,78740
1454,832,22,0.5,1,1666,20,0,1,1,1,1,0.6,198,1,15,4,5,8,1,490833
1455,867,57,1.5,4,2157,18,0,1,1,0,1,0.1,159,0,8,6,0,0,1,209236
1456,1404,44,2.1,1,1196,5,0,0,0,1,0,0.9,151,0,10,6,16,20,1,3201640
1457,840,33,0.9,6,2072,19,1,0,0,0,0,0.7,150,1,10,8,6,7,2,2357862
1458,1368,42,0.5,1,1590,14,0,1,1,0,0,0.2,91,0,12,0,10,20,1,838975
1459,1927,11,0.9,8,2916,18,1,0,0,1,0,0.4,190,1,16,11,3,12,3,739446
1460,1714,31,0.5,2,3707,19,1,0,0,1,0,0.4,120,0,5,1,7,10,3,179949
1461,1201,10,0.5,6,726,3,0,1,1,0,1,0.4,198,1,11,4,1,5,0,1983173
1462,1796,44,2.3,2,3577,4,0,1,0,0,1,0.9,184,1,17,7,4,11,3,1395712
1463,1147,28,0.8,6,2627,15,1,1,0,1,0,0.7,158,0,18,3,11,13,2,1230390
1464,776,20,1.7,4,685,7,0,1,1,1,1,1.0,146,1,15,11,0,9,0,1786773
1465,510,33,2.6,6,1693,5,0,0,0,0,0,0.1,110,1,6,2,0,10,1,1995644
1466,1045,40,1.2,6,2137,12,1,1,1,1,1,0.1,175,0,11,8,3,7,2,1685992
1467,1497,10,0.9,8,3696,3,1,1,1,1,1,0.1,153,0,9,0,4,20,3,95746
1468,1425,33,0.6,3,3771,9,0,1,1,1,1,0.5,89,0,10,3,0,2,3,652608
1469,726,40,2.2,4,1342,4,0,1,1,1,0,0.8,94,1,16,11,0,20,0,315894
1470,1576,20,2.0,3,1379,16,0,1,1,1,1,0.6,148,0,17,1,0,0,1,635910
1471,714,11,2.1,3,1164,19,1,1,1,0,1,0.1,197,1,15,12,5,6,1,3249750
1472,1595,63,1.9,1,908,6,1,0,0,1,0,0.9,88,0,18,13,1,20,1,2932300
1473,541,10,1.0,4,1019,15,0,1,1,0,0,0.4,127,1,19,9,0,0,1,3438828
1474,1617,29,2.6,6,3685,18,0,0,0,0,1,0.9,113,0,13,1,14,20,3,191308
1475,1154,5,1.1,1,1470,12,1,1,1,0,0,0.2,98,0,12,0,2,13,1,668360
1476,1638,2,1.0,1,2299,9,0,1,0,1,0,0.2,189,1,19,9,6,11,2,247720
1477,1150,39,2.7,8,999,11,0,1,0,0,1,0.4,151,1,6,2,0,1,0,317600
1478,1254,44,2.3,1,3011,12,0,1,1,0,1,0.2,149,1,7,4,0,10,2,208284
1479,1806,54,2.0,1,3142,6,1,1,1,1,1,0.1,117,0,13,0,2,11,3,252269
1480,603,12,1.5,6,1543,19,0,1,0,0,0,0.7,114,1,7,5,8,20,1,1287852
1481,1834,40,2.1,4,3692,16,0,1,1,0,0,0.1,99,1,13,0,7,11,3,0
1482,520,31,2.3,6,2753,17,0,1,1,1,0,0.8,145,0,13,7,0,14,1,137016
1483,565,50,0.6,2,2156,6,1,1,0,1,0,0.1,158,1,13,6,1,8,1,381729
1484,1689,9,0.5,5,2637,3,0,1,0,0,1,0.5,150,0,8,4,11,15,2,315225
1485,742,21,2.3,8,331,7,0,1,0,0,1,0.7,104,0,11,8,0,1,0,809375
1486,1143,22,1.2,3,1214,16,1,1,1,0,0,1.0,125,1,12,5,1,6,1,1923984
1487,761,3,0.5,7,2248,15,0,1,0,1,1,0.8,196,1,19,3,9,15,2,2577125
1488,959,36,1.3,5,3073,8,1,1,0,1,1,0.4,196,1,19,1,0,14,3,1747603
1489,772,8,1.2,7,422,15,1,1,1,0,1,0.6,134,0,7,6,7,8,0,994704
1490,1015,12,0.8,3,2293,2,0,0,0,0,1,0.5,102,1,5,1,5,14,1,227465
1491,1824,2,1.9,1,3958,19,1,1,1,0,1,0.7,103,1,12,2,9,14,3,55250
1492,1130,29,0.5,1,432,10,1,1,1,1,1,0.7,130,1,6,1,1,14,0,786911
1493,1183,48,0.5,8,1152,3,1,1,1,0,1,0.1,120,0,8,3,3,12,0,270680
1494,574,26,2.0,6,1303,2,1,1,1,1,1,0.5,118,0,8,4,0,2,0,521048
1495,1472,20,3.0,2,797,11,0,1,1,0,0,0.3,169,1,6,1,4,6,0,395156
1496,1868,40,0.5,8,298,17,0,1,1,0,1,0.9,179,1,8,2,2,17,0,509184
1497,1375,20,2.9,6,3847,12,0,1,0,1,0,0.4,147,0,8,0,2,7,3,404684
1498,881,64,1.0,3,2110,6,0,1,0,1,0,0.5,160,1,18,9,1,6,1,73140
1499,1742,43,0.5,3,1921,3,1,1,1,0,1,0.9,176,1,9,2,5,7,2,500892
1500,1225,60,0.7,2,2423,6,1,1,0,0,0,0.1,107,0,17,11,6,15,2,15670
1501,1970,15,0.5,2,1658,20,1,1,1,1,1,1.0,132,1,15,9,0,0,2,2355916
1502,1186,21,0.5,8,2361,7,1,1,0,0,1,0.4,160,0,17,8,2,4,1,39712
1503,1762,60,0.7,4,1380,14,0,1,0,0,0,0.1,157,0,14,5,7,10,1,507970
1504,1731,4,1.4,6,3892,4,1,1,1,1,1,0.5,163,1,5,1,4,18,3,1608292
1505,852,8,1.8,5,315,20,1,1,1,0,0,0.8,160,0,7,6,5,9,0,921367
1506,848,36,1.5,4,2289,19,1,1,1,1,1,0.3,151,1,10,2,4,16,1,29512
1507,1575,11,2.5,7,2182,17,1,1,1,0,0,0.2,185,1,7,3,0,20,2,402456
1508,1554,23,2.8,6,2184,20,1,1,0,1,0,0.1,105,0,13,9,7,18,2,1042908
1509,1972,48,1.6,8,2872,11,0,1,0,1,1,0.5,92,0,7,2,0,2,3,233160
1510,827,35,0.6,6,2367,15,1,1,1,1,1,0.2,87,0,5,3,9,17,1,18998
1511,1063,3,1.5,4,1919,20,0,1,0,0,0,0.9,155,1,12,10,7,10,1,334506
1512,1695,34,2.3,5,3296,14,1,0,0,0,0,0.4,84,0,17,6,1,10,3,1242046
1513,1343,14,2.4,8,462,11,1,1,1,1,0,0.9,81,1,18,7,5,10,0,1280915
1514,834,27,0.5,1,1591,20,0,1,1,0,0,0.2,123,1,11,9,2,16,1,2078923
1515,595,20,2.6,2,1593,2,0,1,1,1,0,0.4,122,0,19,11,0,18,0,508368
1516,1081,42,1.9,7,2456,7,1,1,1,0,1,0.1,101,0,7,4,13,17,1,67728
1517,911,14,1.4,4,2933,11,1,0,0,0,0,0.7,199,1,16,3,3,4,3,2644596
1518,844,22,2.2,7,3154,7,1,1,1,0,0,0.9,197,0,14,11,1,2,3,1550115
1519,1335,60,3.0,2,3615,9,0,1,0,0,1,0.8,180,0,5,2,3,4,3,46397
1520,1883,24,1.6,1,3563,3,0,0,0,0,0,0.1,87,0,17,10,9,16,3,185745
1521,1128,33,0.5,8,1440,19,1,1,0,0,1,0.6,147,0,17,15,6,7,1,1149988
1522,826,57,2.4,2,1907,5,1,1,1,0,1,0.6,117,0,15,14,14,17,1,1274091
1523,1650,38,2.3,1,324,2,0,1,1,1,0,0.7,89,1,14,10,0,1,0,681013
1524,1162,50,1.0,4,1404,15,0,1,0,1,0,0.5,104,1,10,3,0,10,1,287512
1525,1517,8,2.5,4,2738,12,0,1,1,0,0,0.8,169,0,18,16,2,18,2,937650
1526,963,60,0.5,3,2722,16,0,1,1,0,0,0.8,156,0,12,6,1,3,2,609182
1527,1837,12,1.0,8,2294,20,1,1,1,1,0,0.9,103,0,8,7,5,6,3,2185380
1528,1028,30,2.8,1,1424,13,0,1,1,1,1,0.1,193,0,18,4,1,10,1,3463323
1529,1831,55,2.2,8,1133,10,1,0,0,0,1,1.0,189,1,14,3,4,9,1,3030470
1530,571,58,2.0,6,555,11,1,1,1,1,1,0.6,101,0,19,10,5,11,0,47616
1531,1770,9,2.3,6,3785,14,0,1,0,1,1,0.6,183,0,13,10,0,5,3,1507554
1532,970,59,1.3,7,3675,12,1,0,0,0,1,0.2,84,0,12,0,5,19,3,3152290
1533,642,38,0.5,5,435,2,0,1,1,0,1,0.8,86,1,9,2,0,10,0,1574425
1534,622,11,1.9,8,3183,4,1,1,0,1,1,0.8,193,1,5,0,12,14,2,1492640
1535,600,6,1.8,2,3495,7,0,1,1,0,1,0.8,199,1,17,4,9,15,2,501552
1536,1412,57,0.6,3,1853,18,0,0,0,1,0,0.2,86,0,15,10,9,10,1,1320
1537,733,16,0.8,4,2648,19,0,1,0,0,0,0.4,138,1,12,0,7,12,2,360974
1538,1070,19,3.0,7,2647,20,0,0,0,0,1,0.8,160,1,14,13,9,16,2,145260
1539,875,30,0.7,8,702,15,1,1,0,1,1,0.7,146,1,19,15,1,8,0,400057
1540,1994,5,0.7,2,1836,18,0,1,0,0,1,0.4,189,0,12,11,5,7,2,132956
1541,823,18,1.0,5,3894,9,1,1,1,0,0,0.2,182,1,13,10,9,16,3,1593000
1542,1908,30,0.5,2,2944,17,0,1,1,1,0,1.0,111,0,19,17,9,19,3,146440
1543,790,44,0.5,8,3424,9,1,1,1,0,0,0.1,89,1,13,11,7,8,3,1580700
1544,1330,40,1.8,1,2678,14,1,1,0,1,1,0.5,177,1,9,4,1,5,2,173048
1545,1660,15,0.5,8,2424,9,0,1,1,0,0,0.7,100,1,12,5,2,8,2,250360
1546,1776,20,2.2,6,2671,12,0,0,0,1,0,0.9,82,1,15,10,2,16,3,2818089
1547,1611,27,0.5,1,3078,6,1,1,1,1,0,0.9,199,0,15,2,4,10,2,164793
1548,1410,15,0.5,3,2304,18,1,1,1,0,1,0.3,92,1,18,4,0,1,2,251712
1549,1772,45,1.6,2,1146,17,0,1,1,0,1,0.5,159,1,6,1,17,18,1,1175985
1550,1280,39,1.3,7,2335,2,0,1,1,1,1,1.0,108,0,6,4,0,1,1,209328
1551,1712,23,0.9,7,1422,15,1,1,0,0,1,1.0,155,1,5,0,2,19,1,102765
1552,1562,55,0.7,8,2096,3,0,0,0,0,1,0.1,140,0,15,3,0,1,2,1832832
1553,891,18,1.9,6,1303,4,1,1,1,1,0,0.1,153,1,17,16,1,3,0,57400
1554,1957,36,1.2,2,1115,18,1,1,1,1,0,0.8,151,0,16,2,18,19,1,2062038
1555,1110,42,0.6,5,456,18,0,1,0,0,0,0.9,192,1,12,8,1,2,0,1487898
1556,875,43,1.4,8,3396,18,1,1,1,0,1,0.6,104,0,14,2,1,3,3,874038
1557,1211,28,1.2,2,2750,14,0,0,0,0,1,0.3,130,1,6,1,0,3,2,55854
1558,769,54,0.5,4,941,20,1,1,1,1,0,0.2,112,0,15,8,12,19,0,2465300
1559,671,2,2.9,6,2278,2,0,1,1,0,0,0.1,95,0,13,4,7,19,2,992838
1560,1872,26,0.5,4,2273,8,0,1,1,1,0,0.5,172,0,8,4,5,10,2,731136
1561,1076,14,2.3,5,2355,2,1,1,1,1,0,0.7,191,1,17,16,0,0,2,1869184
1562,1325,50,1.9,1,2328,2,0,1,0,0,0,0.1,146,0,17,10,2,10,2,346805
1563,911,28,2.2,2,2638,13,1,1,1,1,1,0.5,182,1,8,4,1,2,1,119791
1564,1273,23,0.7,6,558,13,0,1,0,0,1,0.6,178,0,8,5,1,14,0,678515
1565,1062,39,0.5,4,1345,11,0,1,1,1,0,0.9,124,0,16,0,3,4,0,466507
1566,1317,12,1.5,2,425,11,0,1,0,1,0,0.1,154,1,7,0,6,9,0,233602
1567,940,16,2.9,4,2192,9,0,1,0,1,0,0.7,115,1,15,13,0,1,1,543910
1568,729,14,2.0,6,3397,17,0,1,0,1,1,0.6,135,0,19,15,0,2,2,593965
1569,1494,3,2.4,7,1208,17,0,1,1,0,0,0.9,93,1,14,13,6,17,1,946832
1570,1546,27,1.6,2,267,16,1,1,1,0,1,0.7,124,1,12,10,2,6,0,1696758
1571,1253,34,0.7,4,3518,8,0,1,1,1,0,0.9,113,1,7,3,0,10,3,104167
1572,895,16,0.5,8,3122,4,1,0,0,1,0,0.3,164,0,7,0,6,14,2,198450
1573,793,43,1.9,8,1050,3,1,1,1,1,1,0.3,124,1,11,9,0,2,0,17940
1574,1628,56,1.8,2,3358,12,1,1,0,1,1,0.1,136,1,17,11,11,13,3,856500
1575,625,42,2.7,8,2929,17,1,1,0,0,0,0.8,138,0,10,4,2,3,2,359513
1576,1110,12,1.5,8,624,15,0,1,1,0,0,0.3,153,0,9,7,2,5,0,1873950
1577,999,49,1.7,1,1598,8,0,0,0,0,0,0.6,132,1,7,0,6,17,1,1197760
1578,1856,24,0.5,5,2052,10,1,1,1,0,0,0.1,155,1,17,6,0,1,2,319935
1579,1715,15,2.6,6,1249,4,1,1,1,0,0,0.6,120,1,16,2,9,20,1,210786
1580,1897,54,1.9,2,412,2,0,1,1,0,1,0.3,154,0,17,11,2,7,0,464940
1581,1202,19,2.4,2,595,3,1,0,0,0,1,0.1,122,0,19,0,0,1,0,703768
1582,1171,19,1.7,7,263,8,1,0,0,0,1,0.3,167,0,6,5,2,19,0,187240
1583,964,22,2.0,8,2577,5,0,1,1,0,0,0.7,86,1,17,16,0,0,2,277650
1584,1973,46,2.4,4,639,3,1,0,0,1,1,0.1,193,0,6,0,6,10,0,594849
1585,1992,2,0.6,1,3206,10,1,1,0,0,1,0.1,141,1,10,9,11,14,3,580855
1586,546,26,2.6,5,1550,3,1,0,0,0,1,1.0,159,1,7,2,5,15,1,689728
1587,1093,31,0.5,2,1646,6,0,1,1,0,0,0.6,171,1,12,0,1,12,1,1860200
1588,1880,35,2.0,4,1930,15,0,0,0,0,1,0.1,200,1,17,7,11,14,2,1844190
1589,1765,11,1.1,2,3695,18,0,1,0,0,0,0.7,87,0,6,5,3,7,3,981125
1590,1640,36,0.5,8,3235,10,1,1,1,1,0,0.9,87,0,6,1,1,11,3,1199184
1591,1830,7,0.5,6,2334,14,0,0,0,0,0,0.9,191,1,8,7,0,12,2,728180
1592,826,62,0.6,4,1998,17,0,0,0,0,0,0.7,187,0,17,4,3,19,1,1256470
1593,1864,7,2.2,1,2258,10,0,1,1,0,0,0.1,142,0,10,1,0,2,2,347625
1594,586,42,0.6,7,1869,7,0,1,1,1,1,0.3,121,1,12,2,16,17,1,877630
1595,1206,30,3.0,3,1825,4,1,1,1,1,0,0.6,127,0,7,1,10,13,2,2708253
1596,832,5,0.5,5,3946,14,1,1,1,1,1,0.1,165,1,12,5,1,2,3,17496
1597,848,8,2.8,7,436,15,0,1,0,1,1,0.1,103,1,10,6,1,3,0,9058
1598,1851,53,2.9,6,2678,8,0,1,0,0,0,0.7,112,0,6,0,0,2,2,204450
1599,1166,59,0.5,1,3887,7,0,1,0,1,1,0.5,80,0,8,6,7,11,3,278806
1600,1776,35,2.1,4,1813,20,1,1,0,1,1,0.1,172,1,16,13,10,16,1,173194
1601,1254,27,1.2,2,817,16,0,1,1,1,1,0.2,134,1,14,1,2,10,0,1767136
1602,1494,24,1.6,1,3614,9,1,1,1,0,0,0.2,101,0,15,12,4,17,3,1165010
1603,984,39,2.2,8,2013,16,1,1,1,0,1,0.5,119,1,11,7,0,18,1,108136
1604,1179,5,0.8,5,543,18,0,0,0,1,1,0.9,154,0,8,7,1,17,0,1304677
1605,513,27,1.9,8,3400,13,0,0,0,1,0,0.4,174,1,16,6,8,13,2,200220
1606,557,17,0.5,6,2623,16,1,0,0,0,0,0.2,89,0,17,16,3,4,1,228620
1607,744,33,1.7,4,2700,19,1,1,1,0,0,0.5,105,0,9,3,0,2,2,2457676
1608,1129,21,0.8,2,1400,13,1,1,1,0,1,0.6,116,1,11,0,9,10,1,1919856
1609,1148,58,2.3,5,3127,11,1,1,1,0,0,0.3,170,0,10,7,0,20,2,416928
1610,1793,44,2.7,5,2803,6,0,1,1,1,0,0.7,175,1,19,9,12,17,3,955645
1611,1310,15,2.3,5,2518,5,1,0,0,1,0,0.2,150,1,18,17,3,11,2,925380
1612,1604,6,1.2,6,3564,2,0,1,0,0,0,0.5,191,1,7,2,1,15,3,70856
1613,1676,37,1.6,1,2515,4,0,1,0,1,0,0.2,145,0,14,8,2,3,2,160398
1614,1001,40,2.8,3,3654,10,1,1,0,1,0,0.2,117,1,13,9,1,7,3,1692792
1615,1086,24,2.7,8,3930,18,0,1,1,1,0,0.1,135,1,17,1,0,19,3,3703024
1616,1986,39,0.5,7,3476,17,1,1,1,0,1,0.1,89,1,11,8,7,19,3,150349
1617,634,41,0.8,1,3242,4,0,1,0,1,1,0.2,192,0,18,11,5,12,3,2523786
1618,502,52,0.8,6,2666,20,0,1,0,0,0,1.0,82,1,5,4,7,8,2,325679
1619,1641,48,1.1,8,1695,17,0,1,0,1,0,0.7,97,0,13,6,6,7,2,446656
1620,623,15,1.4,3,3510,18,1,1,1,1,0,0.2,189,0,14,4,0,1,2,656632
1621,962,17,1.1,8,3438,20,1,0,0,0,1,0.1,161,0,14,3,3,20,3,777504
1622,1057,41,2.7,4,2033,2,0,1,1,0,1,0.1,97,1,16,9,3,10,1,353727
1623,1862,62,1.5,1,1017,9,0,1,0,0,0,1.0,182,0,11,3,1,2,1,403756
1624,555,38,3.0,2,1686,8,1,1,1,1,1,0.8,193,0,8,1,5,10,1,421580
1625,1000,58,2.7,5,862,20,0,1,1,0,0,1.0,135,0,7,0,1,12,0,384013
1626,841,11,0.5,5,957,11,0,1,1,0,0,0.3,81,1,6,5,6,14,0,84375
1627,865,16,2.9,4,3494,14,0,0,0,1,0,0.1,89,0,13,3,5,12,3,338015
1628,999,56,2.6,4,3083,11,1,1,1,1,0,1.0,165,1,8,4,11,13,2,561222
1629,1232,30,1.2,6,1656,15,0,1,0,1,0,0.9,131,1,8,4,12,14,1,475625
1630,1194,34,2.3,2,313,19,0,1,1,0,0,0.2,165,1,15,1,6,12,0,251446
1631,612,20,0.5,8,3282,18,1,1,1,1,1,0.8,179,1,16,2,1,6,3,1702615
1632,1362,47,2.9,6,3629,5,0,0,0,1,1,0.5,186,1,19,17,0,4,3,625200
1633,1469,44,1.7,2,1687,5,1,1,1,1,0,0.5,169,1,15,5,11,14,1,344124
1634,986,28,0.8,4,1149,18,0,1,1,0,1,0.8,182,1,8,7,13,20,0,135121
1635,1843,62,2.8,3,3899,6,0,1,1,1,0,0.8,104,0,5,4,1,7,3,17472
1636,1561,4,0.5,2,1783,10,1,1,1,0,0,0.5,134,1,13,12,10,13,2,1602735
1637,1695,47,0.5,5,1629,11,1,1,1,0,1,0.5,189,1,8,6,2,13,1,372064
1638,667,8,2.6,1,2528,8,1,0,0,0,0,0.8,185,1,11,8,3,7,2,1976205
1639,1768,2,2.0,7,3256,5,0,1,1,0,1,0.8,88,1,9,6,0,2,3,2363642
1640,1269,41,2.8,8,2341,16,1,0,0,1,1,1.0,180,0,10,9,16,17,2,420616
1641,1109,57,2.8,1,2785,16,1,1,0,0,1,0.9,151,0,15,10,6,12,2,103292
1642,936,14,0.5,3,3761,12,1,1,1,0,0,0.1,164,0,13,1,14,17,3,251550
1643,1713,5,2.0,6,1513,2,0,1,1,1,1,0.7,199,0,15,6,9,16,1,212004
1644,1175,45,1.7,2,2240,5,1,1,1,0,1,0.6,167,1,10,6,1,7,1,50130
1645,1940,5,1.0,4,820,3,1,1,1,1,1,0.2,194,1,19,18,0,1,1,1063692
1646,855,59,0.5,2,1875,8,0,1,1,1,1,0.5,159,1,16,8,2,3,1,1229488
1647,771,33,0.5,3,920,10,1,1,1,1,1,0.1,157,1,16,2,0,17,0,967672
1648,645,63,2.5,4,3615,13,0,1,1,1,0,1.0,174,0,18,8,10,14,2,162352
1649,1307,7,1.8,7,1412,5,0,0,0,1,0,0.6,88,0,16,9,2,3,1,989391
1650,1948,5,2.9,1,361,10,1,0,0,0,0,0.2,136,1,6,1,4,13,0,455700
1651,1509,50,0.6,4,1540,3,1,1,0,0,0,0.3,81,1,12,8,5,8,1,1700840
1652,626,11,2.8,2,1077,4,1,1,1,1,1,0.8,109,0,6,1,3,9,0,1296383
1653,1190,40,2.0,5,3610,9,1,0,0,1,0,0.2,93,0,13,7,0,1,3,2302754
1654,1727,57,2.1,6,512,6,1,0,0,0,1,0.3,158,0,5,2,10,18,0,484288
1655,1670,62,3.0,8,3024,20,0,0,0,1,1,0.5,114,0,6,0,14,20,3,1485610
1656,1150,27,0.5,1,1610,16,1,1,1,0,1,1.0,134,0,11,0,4,17,1,455598
1657,1208,16,2.9,1,2201,12,0,1,1,0,0,1.0,175,0,17,16,5,19,1,710348
1658,1812,42,1.3,7,3338,11,1,1,1,1,1,1.0,162,1,18,13,4,15,3,589000
1659,770,61,1.5,4,3473,4,1,0,0,1,1,0.2,196,0,7,3,6,9,3,894249
1660,1559,10,1.3,8,2203,15,1,1,1,1,1,0.3,114,1,7,5,10,17,1,79677
1661,1902,13,0.5,4,940,15,0,1,0,0,0,0.2,155,1,14,10,10,11,1,671782
1662,1751,4,2.5,8,1155,12,0,0,0,1,0,0.6,146,1,19,14,1,9,1,2926048
1663,1416,20,1.8,4,3872,7,1,0,0,1,1,0.1,93,0,10,2,0,0,3,1854150
1664,1288,61,0.5,6,1882,10,1,1,1,1,0,0.2,115,0,16,6,3,6,2,1484964
1665,1003,16,2.9,8,1798,10,0,1,1,0,1,0.6,119,0,16,7,16,19,1,361950
1666,1715,18,0.5,6,2598,3,1,1,1,0,1,0.1,96,0,17,2,1,3,3,926750
1667,1967,46,0.5,1,1567,7,0,1,1,0,0,0.6,199,1,15,2,0,7,1,711732
1668,962,2,1.0,1,1491,14,1,1,0,0,0,0.9,125,0,16,2,14,20,1,3100088
1669,1487,42,1.5,2,2003,3,0,1,1,0,0,0.8,120,0,12,4,5,7,2,847573
1670,1569,54,1.6,4,3905,4,1,1,1,0,1,0.9,190,0,6,2,4,6,3,246715
1671,1146,57,3.0,5,291,11,0,1,1,1,0,0.4,111,1,19,9,5,10,0,42559
1672,1379,9,1.5,8,1693,18,0,1,1,1,1,0.8,118,0,11,4,6,13,1,73990
1673,1504,25,1.9,4,1788,13,1,1,1,1,0,0.3,152,0,13,11,7,9,1,731935
1674,1945,26,1.2,6,3322,20,0,0,0,1,0,0.7,112,0,18,7,3,5,3,1638560
1675,1630,32,2.8,6,1751,20,1,1,1,1,1,0.9,80,0,12,10,0,1,2,1228912
1676,1125,23,2.7,1,1641,12,0,1,0,0,1,0.4,117,1,14,8,10,14,1,726786
1677,614,51,0.7,7,2854,12,0,1,1,1,1,0.1,178,0,10,7,4,7,2,1052480
1678,854,17,1.0,4,3115,2,0,1,1,0,0,0.9,101,0,7,0,5,9,2,838040
1679,1470,45,1.7,1,3259,14,1,1,0,1,1,0.1,121,0,10,1,6,9,3,846930
1680,1826,49,0.5,8,1612,17,1,1,1,0,1,0.6,172,1,17,9,5,6,2,1588909
1681,807,37,0.5,4,2319,4,1,0,0,0,1,0.2,127,0,5,4,0,0,1,203105
1682,1996,7,2.8,5,1258,16,1,1,1,0,1,0.1,138,0,17,14,0,4,1,1014771
1683,1083,41,2.0,5,1543,10,0,0,0,1,1,0.7,158,0,18,3,3,5,1,1090668
1684,1035,49,0.5,2,3991,19,1,1,1,0,0,0.3,178,0,12,4,14,15,3,672154
